LFQ intensity a1	LFQ intensity a2	LFQ intensity a3	LFQ intensity a4	LFQ intensity b1	LFQ intensity b2	LFQ intensity b3	LFQ intensity b4	LFQ intensity c1	LFQ intensity c2	LFQ intensity c3	LFQ intensity c4	LFQ intensity d1	LFQ intensity d2	LFQ intensity d3	LFQ intensity d4	LFQ intensity e1	LFQ intensity e2	LFQ intensity e3	LFQ intensity e4	Student's T-test Significant b_a	Student's T-test Significant c_a	Student's T-test Significant d_a	Student's T-test Significant e_a	Student's T-test Significant c_b	Student's T-test Significant d_b	Student's T-test Significant e_b	Student's T-test Significant d_c	Student's T-test Significant e_c	Student's T-test Significant e_d	Student's T-test significant	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Q-value	Score	Intensity	MS/MS count	Student's T-test p-value b_a	Student's T-test q-value b_a	Student's T-test Difference b_a	Student's T-test Test statistic b_a	Student's T-test p-value c_a	Student's T-test q-value c_a	Student's T-test Difference c_a	Student's T-test Test statistic c_a	Student's T-test p-value d_a	Student's T-test q-value d_a	Student's T-test Difference d_a	Student's T-test Test statistic d_a	Student's T-test p-value e_a	Student's T-test q-value e_a	Student's T-test Difference e_a	Student's T-test Test statistic e_a	Student's T-test p-value c_b	Student's T-test q-value c_b	Student's T-test Difference c_b	Student's T-test Test statistic c_b	Student's T-test p-value d_b	Student's T-test q-value d_b	Student's T-test Difference d_b	Student's T-test Test statistic d_b	Student's T-test p-value e_b	Student's T-test q-value e_b	Student's T-test Difference e_b	Student's T-test Test statistic e_b	Student's T-test p-value d_c	Student's T-test q-value d_c	Student's T-test Difference d_c	Student's T-test Test statistic d_c	Student's T-test p-value e_c	Student's T-test q-value e_c	Student's T-test Difference e_c	Student's T-test Test statistic e_c	Student's T-test p-value e_d	Student's T-test q-value e_d	Student's T-test Difference e_d	Student's T-test Test statistic e_d	Protein IDs	Majority protein IDs	Protein names	Gene names
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	23.16257	NaN												2	2	2	1.8	1.8	1.8	134.55	0	4.2428	128030000	2	1.0000001	1	0	0	1.0000001	1	0	0	1.0000001	1	0	0	1	0.781210100514832	NaN	0	1.0000001	1	0	0	1.0000001	1	0	0	1	0.781092060399415	NaN	0	1.0000001	1	0	0	1	0.783789987789988	NaN	0	1	0.779928242424242	NaN	0	Q92896	Q92896	Golgi apparatus protein 1	GLG1
28.21905	28.13153	28.19385	28.25503	28.17679	28.09295	28.29373	28.1625	28.13746	28.25129	28.26897	28.16125	28.07306	27.99156	28.16346	28.04255	28.06312	28.03486	28.02654	28.06481			+	+			+		+		d_a;e_a;e_b;e_c	26	26	26	29.6	29.6	29.6	124.34	0	71.869	6239800000	220	0.721168030067775	0.857855870445344	-0.0183720588684082	-0.374136598721573	0.910658392502263	0.924134544231416	0.00487518310546875	0.117026062802275	0.0248902757339448	0.0381127982646421	-0.13220739364624	-2.9720840400413	0.00152712988718742	0.00298901098901099	-0.152533531188965	-5.49135668232229	0.675484058910788	0.836771064529388	0.023247241973877	0.439795706561571	0.0844096779522601	0.191648621041879	-0.113835334777832	-2.06551524868722	0.0201694341362652	0.0362833914053426	-0.134161472320557	-3.13602829209367	0.0303184193164175	0.241402173913043	-0.137082576751709	-2.82089572997947	0.00356645636615724	0.016750593824228	-0.157408714294434	-4.63300804954715	0.606241727412309	0.799516328331862	-0.0203261375427246	-0.543703504301548	Q92900	Q92900	Regulator of nonsense transcripts 1	UPF1
26.68606	26.93798	26.78942	26.77153	26.71306	26.63187	26.65458	26.56126	26.63478	26.96301	26.80427	26.52958	26.82323	26.66262	26.676	26.54979	26.70266	26.73892	26.58133	26.45446												9	9	9	32.9	32.9	32.9	37.578	0	27.827	2284300000	102	0.0430951506880034	0.228778904665314	-0.156054019927979	-2.55678017935327	0.581472426646674	0.639181180354932	-0.0633373260498047	-0.582453992662983	0.173970144640943	0.174181415929204	-0.118337154388428	-1.54217640245734	0.0771909438618388	0.0554059633027523	-0.176904678344727	-2.13017265646113	0.391138284000166	0.660571428571429	0.0927166938781738	0.923987606782118	0.578768592408864	0.661406446211804	0.0377168655395508	0.586742027440779	0.780991465054502	0.734533696392104	-0.020850658416748	-0.290804076347119	0.636673428364672	0.888833715071003	-0.054999828338623	-0.497299270057976	0.361772441970661	0.474013478486262	-0.113567352294922	-0.986966154047211	0.51873436486125	0.752650294695481	-0.0585675239562988	-0.685309115751661	Q92905	Q92905	COP9 signalosome complex subunit 5	COPS5
26.36494	25.98863	26.14507	25.91246	26.02753	26.23054	26.31814	25.94411	25.96937	25.71067	25.99436	25.7166	25.89869	25.89481	25.92658	26.09043	26.03848	25.9482	25.9738	26.07178												7	7	7	22.5	22.5	22.5	52.228	0	41.456	1465000000	97	0.843418512050331	0.918505797101449	0.0273051261901855	0.206246939884516	0.0904097583059816	0.145545927209705	-0.255027770996094	-2.01592166169505	0.221908079992238	0.220147919876733	-0.150148391723633	-1.36268618552567	0.397084082187013	0.299128465443186	-0.0947132110595703	-0.911685210740519	0.0516024464220666	0.258986354775828	-0.282332897186279	-2.4237035959877	0.121754440583175	0.243178226514486	-0.177453517913818	-1.80117316725697	0.230403712091093	0.234869873417722	-0.122018337249756	-1.33464881155412	0.290346323444219	0.679639902676399	0.104879379272461	1.15939174136113	0.100565143428951	0.206616079494128	0.160314559936523	1.93911554601334	0.348449212662467	0.643847150259067	0.0554351806640625	1.01687695352734	Q92917	Q92917	G patch domain and KOW motifs-containing protein	GPKOW
24.12644	25.02673	24.68389	24.69344	24.57514	24.73407	24.74484	24.66362	24.70139	24.61622	24.58061	25.07406	24.62901	24.52946	24.72109	24.77148	24.70678	24.39408	24.91333	24.94293												6	5	5	8.5	7.4	7.4	122.87	0	26.749	583590000	52	0.814327426796253	0.898562246028814	0.0467896461486816	0.24539664092952	0.630889499154543	0.679769383697813	0.11044454574585	0.506024034887694	0.881711073582669	0.861176232275489	0.0301318168640137	0.155255757549941	0.652864822605278	0.561248579545454	0.106652736663818	0.473096430122257	0.614212525275514	0.800351091703057	0.063654899597168	0.531426895510635	0.809605364605053	0.834166140904311	-0.016657829284668	-0.251790790266578	0.667070550332274	0.619222459132907	0.0598630905151367	0.452115964349073	0.544726533748452	0.847576131687243	-0.0803127288818359	-0.641800591329834	0.982902625888406	0.996335238095238	-0.00379180908203125	-0.0223380831355706	0.597388423879127	0.793750667853963	0.0765209197998047	0.557447093684336	Q92922	Q92922	SWI/SNF complex subunit SMARCC1	SMARCC1
25.94161	26.06244	25.4048	NaN	25.73384	25.05105	NaN	25.36606	NaN	NaN	25.78409	25.34465	25.51947	NaN	NaN	25.25843	NaN	25.68317	NaN	25.47621												7	7	6	20.5	20.5	16.9	58.92	0	40.377	946340000	28	0.211833623653522	0.528351201478743	-0.419299443562828	-1.48454496982915	0.495093462152943	0.558842058952926	-0.238577524820965	-0.774463244039922	0.233795205115169	0.230552591847006	-0.41399923960368	-1.48672253100492	0.472013428842674	0.371475434618292	-0.223263422648113	-0.820584451172724	0.592679209552646	0.785457461024499	0.180721918741863	0.59679899277345	0.985711584036715	0.988321518987342	0.00530020395914832	0.0194388719601384	0.514737375945109	0.485209446380178	0.196036020914715	0.736603667455362	0.5633491312931	0.85781799899447	-0.175421714782715	-0.686412038934747	0.955457280757294	0.972051563003545	0.0153141021728516	0.0630555014706752	0.370712680392046	0.659359801488834	0.190735816955566	1.14510792137912	Q92925;Q6STE5	Q92925	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 2	SMARCD2
29.72704	29.55008	29.72894	29.65603	29.51713	29.44727	29.72355	29.69777	29.39693	29.5015	29.46886	29.66389	29.37314	29.44041	29.63291	29.55357	29.35106	29.31993	29.5833	29.54274				+							e_a	25	25	23	52.6	52.6	50.5	73.114	0	278.41	17183000000	443	0.419177029107433	0.690884819846426	-0.0690956115722656	-0.867162496003833	0.0662376136442209	0.116704500978474	-0.157727241516113	-2.24120072952171	0.0599476580583158	0.0720544871794872	-0.165514945983887	-2.31390043191834	0.0333598182406077	0.0268660251665433	-0.216263294219971	-2.74845716753032	0.35332102797194	0.636309644670051	-0.0886316299438477	-1.00583540199233	0.320461052957258	0.451910664433277	-0.0964193344116211	-1.08284999981938	0.171882041192513	0.184662521198417	-0.147167682647705	-1.55100341181009	0.926376654682858	0.97365700965701	-0.00778770446777344	-0.0963547189586866	0.527109814842487	0.6075441302485	-0.0585360527038574	-0.67113925636882	0.585756416021895	0.787018018018018	-0.050748348236084	-0.575684065222617	Q92945	Q92945	Far upstream element-binding protein 2	KHSRP
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN												2	2	2	6.5	6.5	6.5	44.129	0.0007177	3.0946	0	5	1.0000001	1	0	0	1.0000001	1	0	0	1.0000001	1	0	0	1.0000001	1	0	0	1.0000001	1	0	0	1.0000001	1	0	0	1.0000001	1	0	0	1.0000001	1	0	0	1.0000001	1	0	0	1.0000001	1	0	0	Q92968	Q92968	Peroxisomal membrane protein PEX13	PEX13
27.96758	28.01004	28.10455	28.12652	28.04124	27.96703	28.0276	27.99734	27.96972	27.89441	27.95804	27.8328	27.92388	27.86638	28.02834	27.85067	27.89145	27.83599	27.90615	27.92167				+			+				e_a;e_b	14	14	14	17.5	17.5	17.5	102.35	0	47.828	5660900000	255	0.329171952259936	0.633875087719298	-0.0438699722290039	-1.06182883063517	0.0309527005626353	0.0705954606141522	-0.138431072235107	-2.8051629681404	0.0503629106027859	0.0633935264054514	-0.134853839874268	-2.44158798935226	0.00826555044889709	0.00928506787330317	-0.163352489471436	-3.8700343263743	0.0381290856298501	0.212798245614035	-0.0945611000061035	-2.64802575538011	0.0813103725928278	0.187086776859504	-0.0909838676452637	-2.09255578106335	0.00302387463365364	0.0098042226487524	-0.119482517242432	-4.79249591226474	0.946542565751079	0.983342087984242	0.00357723236083984	0.0699028438441328	0.522864108779603	0.605602757432141	-0.0249214172363281	-0.678303837492813	0.544076982833149	0.767874285714286	-0.028498649597168	-0.64287155978207	Q92973;O14787	Q92973	Transportin-1	TNPO1
26.48843	26.77316	26.65444	26.69152	26.64389	26.76319	26.70938	26.61709	26.58578	26.58377	26.61653	26.49396	26.68459	26.74638	26.50974	26.676	26.60357	26.59049	26.4352	26.41915							+				e_b	9	9	9	11.4	11.4	11.4	111.54	0	42.689	2158800000	116	0.660986582874818	0.828775527789746	0.031498908996582	0.461073348103562	0.257430496691427	0.324165065008479	-0.0818805694580078	-1.25121460743867	0.977695499225587	0.992341813437704	0.00228500366210938	0.0291432898240589	0.121322767953464	0.0852442159383033	-0.139784812927246	-1.80373768510449	0.0362567821117398	0.208620224719101	-0.11337947845459	-2.68576091887949	0.645714198509237	0.71212188365651	-0.0292139053344727	-0.483745875798084	0.0275860812772282	0.0452870662460568	-0.171283721923828	-2.8929783364525	0.191036863466383	0.594358531317495	0.0841655731201172	1.47354428731927	0.339916129692745	0.452771443793287	-0.0579042434692383	-1.03651942697399	0.0908976742022937	0.345719101123596	-0.142069816589355	-2.01203662778581	Q92974	Q92974	Rho guanine nucleotide exchange factor 2	ARHGEF2
NaN	NaN	NaN	NaN	25.87757	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN												4	4	4	25	25	25	26.72	0	4.4882	895760000	17	1	0.899498850574713	NaN	0	1.0000001	1	0	0	1.0000001	1	0	0	1.0000001	1	0	0	1	0.906002841716397	NaN	0	1	0.893949551569507	NaN	0	1	0.780901874847821	NaN	0	1.0000001	1	0	0	1.0000001	1	0	0	1.0000001	1	0	0	Q92979	Q92979	Ribosomal RNA small subunit methyltransferase NEP1	EMG1
26.11633	26.17202	26.28201	26.23719	26.28484	26.03836	26.10027	25.92023	26.07898	25.85479	26.14748	26.12884	25.96559	26.04258	25.95236	26.04387	26.01945	25.89414	25.68806	25.94293			+	+							d_a;e_a	12	12	12	5.6	5.6	5.6	292.28	0	22.244	1465500000	96	0.218312087244329	0.534773139745917	-0.115962028503418	-1.3748467196251	0.0992767650088069	0.15583734439834	-0.149363994598389	-1.94841582046924	0.00377181627420772	0.0111329243353783	-0.20078706741333	-4.57967468267216	0.00742754891488952	0.00820705882352941	-0.315740585327148	-3.9628417777596	0.753756147909532	0.877132392216711	-0.0334019660949707	-0.328415925226034	0.329451089944763	0.45950137892995	-0.0848250389099121	-1.06116280834152	0.103126590524012	0.120332217012726	-0.19977855682373	-1.92097521159046	0.500660550765164	0.827058305830583	-0.0514230728149414	-0.71640757265991	0.14003814452277	0.255990498812352	-0.16637659072876	-1.70000776378359	0.176194353797815	0.468567514677104	-0.114953517913818	-1.53288315797177	Q93008;O00507	Q93008;O00507	Probable ubiquitin carboxyl-terminal hydrolase FAF-X;Probable ubiquitin carboxyl-terminal hydrolase FAF-Y	USP9X;USP9Y
26.82748	26.93326	26.96697	26.93202	26.88402	26.95571	27.03202	26.86927	26.75557	26.91525	26.84122	26.69604	26.74304	26.8259	26.72949	26.9266	26.93921	26.85043	26.79563	26.70938												15	15	15	18.6	18.6	18.6	128.3	0	87.536	2668200000	133	0.687291548531036	0.840518828451883	0.020322322845459	0.422631324863326	0.0940442187646935	0.150499573742541	-0.112910747528076	-1.98747759045609	0.0935566931065382	0.100345813478557	-0.108673572540283	-1.99122794081759	0.160051213137776	0.109606510292006	-0.0912671089172363	-1.60301824183528	0.071300646381273	0.314460504201681	-0.133233070373535	-2.18769810423713	0.070781764368541	0.175233665559247	-0.128995895385742	-2.19299792819433	0.117174906148797	0.134830140485313	-0.111589431762695	-1.82884871036857	0.951005017416407	0.984596468279922	0.00423717498779297	0.0640578408431858	0.761407459775384	0.800663541291021	0.0216436386108398	0.317798166665141	0.801546820548406	0.903597080291971	0.0174064636230469	0.262730558100024	Q93009	Q93009	Ubiquitin carboxyl-terminal hydrolase 7	USP7
26.66194	26.56851	26.55261	26.56652	26.82699	26.72858	26.69339	26.4421	26.6811	26.59974	26.66844	26.34503	26.67801	26.48488	26.60767	26.42777	26.71411	26.54682	26.5305	26.56074												14	14	14	19	19	19	90.954	0	34.083	2133500000	152	0.357530225666749	0.650873015873016	0.0853700637817383	0.996393247250859	0.872012523926968	0.886786671246994	-0.0138158798217773	-0.168120264119859	0.565638762882002	0.537498271225509	-0.037811279296875	-0.607737142079978	0.989982822323238	1	0.000645637512207031	0.0130868219119296	0.414965072648733	0.676471655328798	-0.0991859436035156	-0.875512156896615	0.263071686008003	0.404662956091528	-0.123181343078613	-1.23478118565005	0.393949141720315	0.380230703986429	-0.0847244262695313	-0.918153970685783	0.812430632028603	0.945476831091181	-0.0239953994750977	-0.247963683653272	0.876304833245515	0.900547226890756	0.0144615173339844	0.162422949800312	0.607712791011933	0.799347118345799	0.038456916809082	0.54143096371657	Q93034	Q93034	Cullin-5	CUL5
24.23264	24.83812	24.43447	24.4419	24.45864	24.80931	24.42515	24.31237	24.68801	24.54439	24.29621	NaN	24.42937	24.48873	24.50918	24.38877	24.48671	24.51887	24.37749	NaN												3	3	3	4.3	4.3	4.3	96.412	0	7.4924	493000000	14	0.932881941425172	0.967519353752945	0.0145835876464844	0.0878141069575287	0.903229975218005	0.918784844384303	0.0227527618408203	0.127877497709409	0.808972432356344	0.781323631323631	-0.0327706336975098	-0.252648741953509	0.873867102496081	0.822972882490793	-0.025758107503254	-0.167062630073503	0.96101928296675	0.988094774423888	0.00816917419433594	0.0513706548048205	0.683990975630708	0.739031369548585	-0.0473542213439941	-0.42741490290556	0.772077852468255	0.72627282051282	-0.0403416951497384	-0.305802132926729	0.60665044380641	0.87293415442918	-0.0555233955383301	-0.548954575926222	0.711592643706959	0.758589199255121	-0.0485108693440743	-0.397067468397952	0.890505162117175	0.951968771215207	0.00701252619425574	0.144825916676237	Q93050	Q93050	V-type proton ATPase 116 kDa subunit a isoform 1	ATP6V0A1
26.49538	26.05821	26.53525	26.57051	26.13762	26.18283	26.61639	26.55211	26.19511	26.21184	26.27546	26.52601	26.0435	25.975	26.27325	26.49873	25.87748	25.92481	26.26858	26.27201												9	9	9	21.6	21.6	21.6	65.746	0	46.366	1782700000	138	0.812712914389506	0.897400887573965	-0.0426006317138672	-0.247581535437169	0.458263134660594	0.523858439201452	-0.112735271453857	-0.792474941296481	0.245679274763167	0.241887462981244	-0.217218399047852	-1.28648842135424	0.086440936324569	0.0609463087248322	-0.329118251800537	-2.0483359658281	0.646407057804001	0.816850884582982	-0.0701346397399902	-0.482711319043452	0.347648158118664	0.476480344641896	-0.174617767333984	-1.01870431880973	0.130006073845099	0.14760866873065	-0.28651762008667	-1.75379666368337	0.488031711390243	0.821608988764045	-0.104483127593994	-0.73858611120068	0.151240883123743	0.267087719298246	-0.21638298034668	-1.64419043457483	0.51044083339272	0.749039323046292	-0.111899852752686	-0.699488630135742	Q93052	Q93052	Lipoma-preferred partner	LPP
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	24.3929	NaN	NaN	NaN												2	2	2	10	10	10	25.728	0	5.4153	298610000	21	1.0000001	1	0	0	1.0000001	1	0	0	1.0000001	1	0	0	1	0.78101862745098	NaN	0	1.0000001	1	0	0	1.0000001	1	0	0	1	0.780711781888997	NaN	0	1.0000001	1	0	0	1	0.7835986328125	NaN	0	1	0.779739214735822	NaN	0	Q969E2	Q969E2	Secretory carrier-associated membrane protein 4	SCAMP4
26.64485	26.74535	26.34193	26.65635	26.55956	26.43485	26.54759	26.68204	26.49524	26.4164	26.30638	26.44316	26.30643	26.55523	26.50151	26.51135	26.58506	26.61246	26.38182	26.44787												7	7	7	30.4	30.4	30.4	46.649	0	35.14	2009500000	104	0.699385681425875	0.843881334981459	-0.0411109924316406	-0.405195252466402	0.10873667983052	0.166540540540541	-0.18182373046875	-1.88276966937942	0.262515108321344	0.257832445520581	-0.128487586975098	-1.23638879620877	0.417623574507641	0.319220457187137	-0.0903196334838867	-0.870234704249267	0.0713727609850594	0.313654941373534	-0.140712738037109	-2.18696467732858	0.287774692966763	0.426475400118554	-0.087376594543457	-1.16623400675942	0.534694314399397	0.501304314623902	-0.0492086410522461	-0.658432591886581	0.463653150457716	0.810826417299825	0.0533361434936523	0.782539736936465	0.226755068514622	0.347878709677419	0.0915040969848633	1.34657404523013	0.642170178123813	0.816125105663567	0.0381679534912109	0.489046837307215	Q969G3	Q969G3	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1	SMARCE1
27.00271	27.36261	27.04791	27.18565	27.49557	27.32423	27.09637	26.95327	27.37815	27.30722	27.3195	26.98316	27.18952	26.96224	27.07061	27.23389	27.28295	27.20424	27.02971	26.98794												7	7	7	29.9	29.9	29.9	27.701	0	42.744	3281900000	67	0.657005167143028	0.828119584055459	0.0676403045654297	0.466957757471319	0.450319905636035	0.516457247370828	0.097287654876709	0.807268885693599	0.737326373569967	0.707212228937078	-0.0356564521789551	-0.351361745794605	0.833540031449104	0.769109686128923	-0.0235109329223633	-0.219496598198208	0.849542683662689	0.936103619588361	0.0296473503112793	0.19805398513037	0.472696546425125	0.575126034958602	-0.103296756744385	-0.766051513759656	0.536667579024334	0.503030118185284	-0.091151237487793	-0.655145641982692	0.265496792652615	0.651708654670094	-0.132944107055664	-1.22781095651465	0.32842200066139	0.442762886597938	-0.120798587799072	-1.06362050943079	0.90050216549129	0.952919154646092	0.0121455192565918	0.130413061923659	Q969G5	Q969G5	Protein kinase C delta-binding protein	PRKCDBP
27.11297	27.20713	27.17255	27.15238	26.89064	27.11555	26.94257	26.77027	26.93966	27.0055	26.98794	27.14676	26.93988	26.85484	27.08689	26.84566	26.97771	26.72949	27.0135	27.02073			+	+							d_a;e_a	3	3	3	20.8	20.8	20.8	18.795	0	12.881	2818000000	47	0.0207259845075582	0.144930481283422	-0.231500148773193	-3.11463771555334	0.0271845458862776	0.0639104895104895	-0.141295433044434	-2.9042174004888	0.00823364757513136	0.0188706624605678	-0.229441165924072	-3.87337184804337	0.0201345966472427	0.0169185946872322	-0.225900650024414	-3.13738858725795	0.326092793661365	0.61904966442953	0.0902047157287598	1.06920660579592	0.982659611071119	0.9841482420019	0.00205898284912109	0.0226556501025996	0.957024208055815	0.946846153846154	0.0055994987487793	0.0561777888578585	0.263328636006958	0.650570198105082	-0.0881457328796387	-1.23404001573501	0.343733551081928	0.455915209326974	-0.0846052169799805	-1.02768339335947	0.969555330793012	0.985820146170956	0.0035405158996582	0.0397849897895973	Q969H8	Q969H8	Myeloid-derived growth factor	MYDGF
23.83894	23.69774	24.63937	24.2387	23.4279	NaN	24.30201	23.8931	23.73511	23.61189	23.70683	23.87802	NaN	NaN	23.90876	23.87905	23.59218	23.48272	24.05051	23.8658												2	2	2	8.2	8.2	8.2	27.989	0.00048321	3.2435	309270000	8	0.51568908015343	0.743498222447943	-0.229351202646892	-0.699058573553035	0.141700248352596	0.200875354107649	-0.370727062225342	-1.69145949070445	0.545909684942024	0.519703185703186	-0.209786891937256	-0.658984878702237	0.201832049721045	0.136315129811996	-0.355886936187744	-1.43302195437054	0.550659935016521	0.763093808630394	-0.141375859578449	-0.639472079200853	0.955942754644522	0.960509652509652	0.0195643107096366	0.0599811558002839	0.647949294855182	0.601906059519541	-0.126535733540852	-0.485346310535566	0.124842887943001	0.492380165289256	0.160940170288086	1.93674904098118	0.919247263730667	0.939838317449885	0.0148401260375977	0.105724139478929	0.49305156643776	0.739808065339459	-0.146100044250488	-0.753539780956882	Q969M3	Q969M3	Protein YIPF5	YIPF5
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	21.16183	NaN	NaN	NaN	NaN	NaN												1	1	1	7	7	7	21.077	0.0091801	1.8153	28482000	5	1.0000001	1	0	0	1.0000001	1	0	0	1	0.892268244575937	NaN	0	1.0000001	1	0	0	1.0000001	1	0	0	1	0.893699075371252	NaN	0	1.0000001	1	0	0	1	0.895274157303371	NaN	0	1.0000001	1	0	0	1	0.779550278652774	NaN	0	Q969M7	Q969M7	NEDD8-conjugating enzyme UBE2F	UBE2F
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	24.00958	NaN	NaN	NaN	23.5538	NaN	NaN	NaN	NaN	NaN	NaN	NaN												6	6	6	13.7	13.7	13.7	65.699	0	9.1309	247590000	12	1.0000001	1	0	0	1	0.904557499283051	NaN	0	1	0.892016901408451	NaN	0	1.0000001	1	0	0	1	0.905745454545455	NaN	0	1	0.893448739495798	NaN	0	1.0000001	1	0	0	1	0.895022746419545	-0.455783843994141	0	1	0.783407371247254	NaN	0	1	0.779361434108527	NaN	0	Q969N2	Q969N2	GPI transamidase component PIG-T	PIGT
24.48634	25.17047	24.96702	24.97657	24.3048	24.92316	24.67605	24.61986	24.79981	24.76991	25.05577	24.76921	24.72359	24.80021	24.48327	24.64653	24.47166	24.76547	24.57882	24.49771												4	4	4	15.1	15.1	15.1	54.271	0	20.051	584330000	34	0.21331385853459	0.529091911764706	-0.269132137298584	-1.39205467860571	0.760754683740198	0.781705753823744	-0.0514235496520996	-0.318702405902031	0.191068471273438	0.191380311995697	-0.236701965332031	-1.47342257595808	0.0912214019119591	0.0642716731087797	-0.321683406829834	-2.0094705699026	0.183481113826364	0.478515384615385	0.217708587646484	1.50319078115002	0.829343041699067	0.851126819126819	0.0324301719665527	0.225139245518748	0.726621163702558	0.678988888888889	-0.05255126953125	-0.366426403484738	0.104643544508297	0.448727819548872	-0.185278415679932	-1.91044353506274	0.0305988092818919	0.0946871508379888	-0.270259857177734	-2.81389767837507	0.404810477461645	0.685643192488263	-0.0849814414978027	-0.895906773269035	Q969S3	Q969S3	Zinc finger protein 622	ZNF622
NaN	NaN	NaN	24.79278	24.93283	NaN	NaN	NaN	NaN	NaN	24.89416	NaN	24.85885	NaN	NaN	NaN	NaN	NaN	NaN	NaN												2	2	2	17.6	17.6	17.6	28.087	0.00048936	3.3939	478830000	21	1	0.899240448147084	0.140050888061523	0	1	0.904298165137615	0.101383209228516	0	1	0.891765699802872	0.0660686492919922	0	1	0.780827248223475	NaN	0	1	0.905488213575689	-0.0386676788330078	0	1	0.893198543825259	-0.0739822387695313	0	1	0.780521781455342	NaN	0	1	0.894771476698484	-0.0353145599365234	0	1	0.783216203025866	NaN	0	1	0.779172681036571	NaN	0	Q969T9	Q969T9	WW domain-binding protein 2	WBP2
25.73934	26.02981	25.84587	25.80617	26.07159	26.02392	25.7657	25.63519	25.8922	25.96981	26.2046	25.61386	25.90026	25.99891	25.8024	25.51253	25.92128	25.95885	25.35669	25.47544												3	3	3	12.5	12.5	12.5	29.396	0	9.5101	1247000000	25	0.881920919786447	0.940722671353251	0.0188050270080566	0.154977748514522	0.652235692735967	0.698249216300941	0.0648193359375	0.474030959507732	0.686098371229201	0.655716672720668	-0.0517730712890625	-0.424359347261658	0.325431535682096	0.233453371013323	-0.177232265472412	-1.0707984610591	0.783692828886699	0.896493661446682	0.0460143089294434	0.287100136437803	0.650100729015445	0.715067823343849	-0.0705780982971191	-0.477205782249384	0.331114032236943	0.32270058009817	-0.196037292480469	-1.05720457670243	0.495633637968765	0.827910913140312	-0.116592407226563	-0.725189879582504	0.262692092005444	0.378562388059701	-0.242051601409912	-1.23587727709638	0.524816450586101	0.755113924050633	-0.12545919418335	-0.675004617159239	Q969U7	Q969U7	Proteasome assembly chaperone 2	PSMG2
27.78494	27.47908	27.68217	27.6095	27.35959	27.37119	27.65014	27.59335	27.42446	27.36177	27.50854	27.61506	27.34892	27.38837	27.68953	27.70451	27.24009	27.30443	27.57773	27.42614				+							e_a	15	15	15	31.8	31.8	31.8	62.974	0	92.762	4062700000	152	0.191419074307012	0.508668644906034	-0.14535665512085	-1.47207377036519	0.104612879989441	0.161447219983884	-0.161465167999268	-1.91065491219477	0.391310496794216	0.373605839416058	-0.10609245300293	-0.923629273986875	0.0427821935518065	0.0334448979591837	-0.251823902130127	-2.56219269756592	0.86799192148672	0.944995108315863	-0.016108512878418	-0.173462683376182	0.756856380442898	0.792507614213198	0.0392642021179199	0.324108679336715	0.352081998562421	0.342344585708023	-0.106467247009277	-1.00863193099392	0.632186340316679	0.885584176632935	0.0553727149963379	0.504064088003149	0.365775007765132	0.478580578512397	-0.0903587341308594	-0.978151624923351	0.272972745891316	0.583366336633663	-0.145731449127197	-1.20666630521767	Q969V3	Q969V3	Nicalin	NCLN
27.20648	27.40145	27.29693	27.18149	27.17207	27.32963	27.15759	27.07398	27.17522	27.27231	27.1962	27.03349	27.18111	27.09346	27.06219	27.14822	27.17112	27.13506	26.98663	26.90185				+							e_a	6	6	6	31.4	31.4	31.4	32.592	0	29.62	3210800000	111	0.272301881854381	0.595001610305958	-0.0882687568664551	-1.20854311722829	0.197131551119832	0.263442910915935	-0.102283954620361	-1.45041396338949	0.0376982260321638	0.0513900841908326	-0.150344848632813	-2.65653160979595	0.032428638382992	0.0261462686567164	-0.222922325134277	-2.76985618056823	0.854099883413166	0.937638996820911	-0.0140151977539063	-0.191967353799817	0.338250599940298	0.467529411764706	-0.0620760917663574	-1.04039976685754	0.154476988132568	0.167826900584795	-0.134653568267822	-1.62880702258148	0.428047372057211	0.78290573012939	-0.0480608940124512	-0.849779994629759	0.184419239694676	0.306194640338505	-0.120638370513916	-1.4994486310191	0.330638663418452	0.629341381623072	-0.0725774765014648	-1.05833441351889	Q969X5	Q969X5	Endoplasmic reticulum-Golgi intermediate compartment protein 1	ERGIC1
