Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides 11_pTa	Peptides 12_pT2+	Peptides 15_pT2+	Peptides 16_pTa	Peptides 17_pT2+	Peptides 19_pTa	Peptides 3_pTa	Peptides 9_pT2+	Razor + unique peptides 11_pTa	Razor + unique peptides 12_pT2+	Razor + unique peptides 15_pT2+	Razor + unique peptides 16_pTa	Razor + unique peptides 17_pT2+	Razor + unique peptides 19_pTa	Razor + unique peptides 3_pTa	Razor + unique peptides 9_pT2+	Unique peptides 11_pTa	Unique peptides 12_pT2+	Unique peptides 15_pT2+	Unique peptides 16_pTa	Unique peptides 17_pT2+	Unique peptides 19_pTa	Unique peptides 3_pTa	Unique peptides 9_pT2+	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Identification type 11_pTa	Identification type 12_pT2+	Identification type 15_pT2+	Identification type 16_pTa	Identification type 17_pT2+	Identification type 19_pTa	Identification type 3_pTa	Identification type 9_pT2+	Sequence coverage 11_pTa [%]	Sequence coverage 12_pT2+ [%]	Sequence coverage 15_pT2+ [%]	Sequence coverage 16_pTa [%]	Sequence coverage 17_pT2+ [%]	Sequence coverage 19_pTa [%]	Sequence coverage 3_pTa [%]	Sequence coverage 9_pT2+ [%]	Intensity	Intensity 11_pTa	Intensity 12_pT2+	Intensity 15_pT2+	Intensity 16_pTa	Intensity 17_pT2+	Intensity 19_pTa	Intensity 3_pTa	Intensity 9_pT2+	LFQ intensity 11_pTa	LFQ intensity 12_pT2+	LFQ intensity 15_pT2+	LFQ intensity 16_pTa	LFQ intensity 17_pT2+	LFQ intensity 19_pTa	LFQ intensity 3_pTa	LFQ intensity 9_pT2+	MS/MS count 11_pTa	MS/MS count 12_pT2+	MS/MS count 15_pT2+	MS/MS count 16_pTa	MS/MS count 17_pT2+	MS/MS count 19_pTa	MS/MS count 3_pTa	MS/MS count 9_pT2+	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
sp|P80748|LV302_HUMANIglambdachainV-IIIregionLOIOS=HomosapiensPE=1SV=1	sp|P80748|LV302_HUMANIglambdachainV-IIIregionLOIOS=HomosapiensPE=1SV=1	2	2	2		1	2	2	2	2	1	2	2	2	1	1	2	2	1	2	2	2	1	1	2	2	1	2	2	2	1	1	2	21.6	21.6	21.6	11.935	111	111	0	7.1992	By MS/MS	By MS/MS	By MS/MS	By matching	By MS/MS	By MS/MS	By matching	By MS/MS	21.6	14.4	21.6	21.6	21.6	14.4	7.2	21.6	15011000	3018800	0	4343300	1137600	2463300	308050	493880	3246100	1955600	0	5716700	965020	1679400	0	0	2404600	2	1	4	0	1	1	0	3	12				1392	5200;11119	True;True	5298;11305	26988;26989;26990;26991;26992;26993;26994;57241;57242;57243;57244;57245;57246	62075;62076;62077;62078;62079;62080;62081;134624;134625;134626;134627;134628	62079;134625		
sp|P82673|RT35_HUMAN28SribosomalproteinS35,mitochondrialOS=HomosapiensGN=MRPS35PE=1SV=1	sp|P82673|RT35_HUMAN28SribosomalproteinS35,mitochondrialOS=HomosapiensGN=MRPS35PE=1SV=1	1	1	1		1	1	1	1	0	0	0	1	1	0	1	0	0	0	0	1	1	0	1	0	0	0	0	1	1	0	1	0	3.1	3.1	3.1	36.844	323	323	0.0014728	3.9648				By matching	By MS/MS		By matching		0	0	0	3.1	3.1	0	3.1	0	1058000	0	0	0	452190	477980	0	127800	0	0	0	0	0	0	0	127800	0	0	0	0	0	1	0	0	0	1				1393	12135	True	12365	62710;62711;62712	148288	148288		
sp|P82909|RT36_HUMAN28SribosomalproteinS36,mitochondrialOS=HomosapiensGN=MRPS36PE=1SV=2	sp|P82909|RT36_HUMAN28SribosomalproteinS36,mitochondrialOS=HomosapiensGN=MRPS36PE=1SV=2	2	2	2		1	2	2	2	2	0	2	2	2	0	1	2	2	0	2	2	2	0	1	2	2	0	2	2	2	0	1	2	27.2	27.2	27.2	11.466	103	103	0	6.5614	By MS/MS		By MS/MS	By MS/MS	By matching		By matching	By matching	27.2	0	27.2	27.2	27.2	0	11.7	27.2	10274000	2036600	0	1345900	2228200	1281700	0	1275700	2105700	2081400	0	1419800	1542200	1094700	0	0	1564800	4	0	2	3	0	0	0	0	9				1394	2712;13780	True;True	2758;14036	13722;13723;13724;13725;13726;13727;70678;70679;70680;70681;70682	31255;166006;166007;166008;166009;166010;166011;166012;166013	31255;166012		
sp|P82979|SARNP_HUMANSAPdomain-containingribonucleoproteinOS=HomosapiensGN=SARNPPE=1SV=3	sp|P82979|SARNP_HUMANSAPdomain-containingribonucleoproteinOS=HomosapiensGN=SARNPPE=1SV=3	5	5	5		1	5	5	5	4	1	4	4	3	3	5	4	4	1	4	4	3	3	5	4	4	1	4	4	3	3	5	4	27.6	27.6	27.6	23.671	210	210	0	14.14	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	22.9	4.8	22.9	22.9	18.1	18.1	27.6	22.9	50392000	8434600	1706000	6031900	6303900	6561200	1635200	12651000	7068700	7351700	0	5640200	4552200	6741100	5162000	10727000	6376100	4	2	4	7	6	5	12	9	49				1395	4782;4783;4786;5081;8256	True;True;True;True;True	4872;4873;4876;5177;8399	24813;24814;24815;24816;24817;24818;24819;24820;24821;24822;24823;24824;24825;24826;24836;24837;26328;26329;26330;26331;42404;42405;42406;42407;42408;42409;42410;42411	56109;56110;56111;56112;56113;56114;56115;56116;56117;56118;56119;56120;56121;56122;56123;56124;56133;56134;56135;56136;56137;56138;60232;60233;60234;60235;60236;60237;60238;60239;60240;99374;99375;99376;99377;99378;99379;99380;99381;99382;99383;99384;99385;99386;99387;99388;99389;99390;99391	56109;56124;56134;60232;99375		
sp|P83731|RL24_HUMAN60SribosomalproteinL24OS=HomosapiensGN=RPL24PE=1SV=1	sp|P83731|RL24_HUMAN60SribosomalproteinL24OS=HomosapiensGN=RPL24PE=1SV=1	6	6	6		1	6	6	6	5	2	5	6	5	2	3	3	5	2	5	6	5	2	3	3	5	2	5	6	5	2	3	3	31.8	31.8	31.8	17.779	157	157	0	59.346	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	26.8	13.4	31.8	31.8	30.6	14.6	19.7	18.5	89154000	13479000	9571100	11378000	17227000	23277000	757810	4849300	8615000	13551000	12264000	8908700	14663000	11647000	4190300	5289700	7120500	16	10	14	17	13	4	6	14	94				1396	693;1708;11607;13046;16571;16700	True;True;True;True;True;True	707;1739;11817;13290;16886;17019	3540;3541;3542;3543;3544;3545;3546;3547;8736;8737;8738;8739;60033;60034;60035;67165;67166;67167;67168;67169;67170;67171;67172;67173;85310;85311;85312;85313;85314;86039;86040;86041;86042;86043;86044;86045;86046;86047;86048;86049	8023;8024;8025;8026;8027;8028;8029;8030;8031;8032;8033;8034;8035;8036;8037;8038;8039;8040;8041;8042;8043;8044;8045;8046;8047;8048;8049;8050;8051;8052;8053;8054;8055;8056;8057;8058;8059;8060;8061;8062;8063;8064;8065;8066;20310;20311;20312;142960;142961;157914;157915;157916;157917;157918;157919;157920;157921;157922;157923;157924;157925;157926;157927;157928;202273;202274;202275;202276;204620;204621;204622;204623;204624;204625;204626;204627;204628;204629;204630;204631;204632;204633;204634;204635;204636;204637;204638;204639;204640;204641;204642;204643;204644;204645	8036;20310;142960;157914;202275;204628		
sp|Q969Q0|RL36L_HUMAN60SribosomalproteinL36a-likeOS=HomosapiensGN=RPL36ALPE=1SV=3;sp|P83881|RL36A_HUMAN60SribosomalproteinL36aOS=HomosapiensGN=RPL36APE=1SV=2	sp|Q969Q0|RL36L_HUMAN60SribosomalproteinL36a-likeOS=HomosapiensGN=RPL36ALPE=1SV=3;sp|P83881|RL36A_HUMAN60SribosomalproteinL36aOS=HomosapiensGN=RPL36APE=1SV=2	3;3	3;3	3;3	;	2	3	3	3	1	0	1	2	2	1	1	1	1	0	1	2	2	1	1	1	1	0	1	2	2	1	1	1	27.4	27.4	27.4	12.469	106	106;106	0	8.6906	By matching		By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	By MS/MS	8.5	0	8.5	15.1	20.8	8.5	8.5	8.5	34307000	72717	0	1351400	11385000	17774000	408120	176580	3138300	0	0	0	0	13406000	0	0	0	0	0	1	5	9	1	0	2	18				1397	8607;9339;13339	True;True;True	8752;9500;13590	44320;48560;48561;48562;48563;48564;48565;48566;68626	104148;115770;115771;115772;115773;115774;115775;115776;115777;115778;115779;115780;115781;115782;161043;161044;161045;161046	104148;115779;161043		
sp|P83916|CBX1_HUMANChromoboxproteinhomolog1OS=HomosapiensGN=CBX1PE=1SV=1	sp|P83916|CBX1_HUMANChromoboxproteinhomolog1OS=HomosapiensGN=CBX1PE=1SV=1	2	1	1		1	2	1	1	2	2	1	2	1	0	2	2	1	1	1	1	0	0	1	1	1	1	1	1	0	0	1	1	14.6	5.9	5.9	21.418	185	185	0.0010204	4.6175	By matching	By MS/MS	By MS/MS	By matching	By matching		By MS/MS	By matching	14.6	14.6	5.9	14.6	8.6	0	14.6	14.6	6679000	767940	2097600	794040	1092100	0	0	1251000	676260	0	0	0	0	0	0	0	563330	0	1	0	0	0	0	2	0	3				1398	7585;12493	False;True	7711;12730	38847;38848;38849;38850;38851;38852;38853;64491;64492;64493;64494;64495;64496	90415;90416;90417;90418;90419;90420;90421;90422;152263;152264;152265;152266	90419;152265		
sp|P84085|ARF5_HUMANADP-ribosylationfactor5OS=HomosapiensGN=ARF5PE=1SV=2	sp|P84085|ARF5_HUMANADP-ribosylationfactor5OS=HomosapiensGN=ARF5PE=1SV=2	8	3	3		1	8	3	3	4	6	5	5	6	4	6	6	1	2	1	1	1	1	2	2	1	2	1	1	1	1	2	2	52.2	17.8	17.8	20.529	180	180	0	16.111	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	31.1	45.6	41.1	41.1	42.2	28.9	45.6	43.3	9651200	608330	1512200	382030	973500	1390400	576820	1208800	2999100	0	1654000	0	0	0	0	1231300	0	3	3	2	3	3	1	2	3	20				1399	1979;7062;7063;7795;9623;11643;12098;17470	False;False;False;False;False;True;True;True	2015;7182;7183;7925;9787;11858;12328;17807	10023;10024;10025;10026;10027;10028;10029;10030;10031;10032;36246;36247;36248;36249;36250;36251;36252;36253;36254;40003;40004;40005;40006;40007;40008;40009;40010;40011;49898;49899;49900;49901;49902;49903;49904;49905;49906;49907;49908;49909;49910;49911;49912;60204;60205;60206;62483;62484;62485;62486;62487;62488;90339;90340	22924;22925;22926;22927;22928;22929;22930;22931;22932;22933;22934;22935;22936;22937;22938;22939;22940;22941;22942;22943;22944;22945;22946;22947;22948;22949;22950;22951;22952;22953;22954;22955;22956;22957;22958;22959;22960;22961;22962;22963;22964;22965;22966;22967;22968;22969;22970;22971;22972;22973;22974;22975;22976;22977;22978;22979;22980;22981;22982;22983;22984;22985;22986;22987;22988;22989;22990;22991;22992;22993;22994;22995;22996;22997;22998;22999;23000;23001;23002;23003;23004;23005;23006;23007;23008;23009;23010;23011;23012;23013;23014;23015;23016;23017;23018;23019;23020;23021;23022;23023;23024;23025;23026;23027;23028;23029;23030;23031;23032;23033;23034;23035;84266;84267;84268;84269;84270;84271;84272;84273;84274;84275;84276;84277;84278;84279;84280;84281;84282;84283;84284;84285;84286;84287;84288;84289;84290;84291;84292;84293;84294;84295;93762;93763;93764;93765;93766;93767;93768;93769;93770;93771;93772;93773;93774;93775;93776;93777;93778;93779;93780;93781;93782;93783;93784;93785;93786;93787;93788;93789;93790;93791;93792;93793;93794;93795;93796;93797;93798;93799;93800;93801;93802;93803;93804;93805;93806;93807;93808;93809;93810;93811;93812;93813;93814;118469;118470;118471;118472;118473;118474;118475;118476;118477;118478;118479;118480;118481;118482;118483;118484;118485;118486;118487;118488;118489;118490;143288;143289;147812;147813;147814;147815;147816;147817;147818;147819;147820;147821;147822;147823;147824;147825;147826;216630;216631;216632;216633	23013;84278;84295;93796;118486;143288;147824;216631		
sp|P84090|ERH_HUMANEnhancerofrudimentaryhomologOS=HomosapiensGN=ERHPE=1SV=1	sp|P84090|ERH_HUMANEnhancerofrudimentaryhomologOS=HomosapiensGN=ERHPE=1SV=1	3	3	3		1	3	3	3	2	3	3	3	3	2	3	2	2	3	3	3	3	2	3	2	2	3	3	3	3	2	3	2	32.7	32.7	32.7	12.259	104	104	0	18.287	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	22.1	32.7	32.7	32.7	32.7	16.3	32.7	16.3	39972000	3613400	2912300	2956500	4960900	3363400	2274500	12094000	7796500	4295000	2761600	2410900	3233700	3519400	7047400	8903900	8273700	4	7	6	5	9	9	8	7	55				1400	255;8437;16186	True;True;True	259;8581;16497	1324;1325;1326;1327;1328;1329;1330;1331;1332;43315;43316;43317;43318;43319;43320;43321;43322;43323;83022;83023;83024;83025;83026;83027	3140;3141;3142;3143;3144;3145;3146;3147;3148;3149;3150;3151;3152;3153;3154;101612;101613;101614;101615;101616;101617;101618;101619;101620;101621;101622;101623;101624;101625;101626;101627;101628;101629;101630;101631;101632;101633;101634;101635;101636;101637;194613;194614;194615;194616;194617;194618;194619;194620;194621;194622;194623;194624;194625;194626	3149;101612;194625		
sp|P84095|RHOG_HUMANRho-relatedGTP-bindingproteinRhoGOS=HomosapiensGN=RHOGPE=1SV=1	sp|P84095|RHOG_HUMANRho-relatedGTP-bindingproteinRhoGOS=HomosapiensGN=RHOGPE=1SV=1	4	3	3		1	4	3	3	2	1	3	3	3	1	1	2	1	0	2	2	2	0	0	1	1	0	2	2	2	0	0	1	22.5	16.8	16.8	21.308	191	191	0	8.9321	By MS/MS	By matching	By MS/MS	By MS/MS	By MS/MS	By matching	By matching	By matching	15.7	5.8	22.5	22.5	15.7	5.8	5.8	14.7	8352900	2306800	0	1790500	2243400	1754300	0	0	257760	0	0	1938000	1763500	0	0	0	0	0	0	1	1	2	0	0	0	4				1401	1894;4109;9992;18556	False;True;True;True	1927;4184;10159;18905	9539;9540;9541;9542;9543;9544;9545;9546;9547;21439;21440;51717;51718;51719;51720;95765;95766	21793;21794;21795;21796;21797;21798;21799;21800;21801;21802;21803;21804;21805;21806;21807;21808;21809;21810;21811;21812;48598;122522;122523;122524;229120	21803;48598;122522;229120		
sp|P84098|RL19_HUMAN60SribosomalproteinL19OS=HomosapiensGN=RPL19PE=1SV=1	sp|P84098|RL19_HUMAN60SribosomalproteinL19OS=HomosapiensGN=RPL19PE=1SV=1	5	5	5		1	5	5	5	4	4	4	4	5	1	2	4	4	4	4	4	5	1	2	4	4	4	4	4	5	1	2	4	22.4	22.4	22.4	23.466	196	196	0	65.446	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	17.9	18.4	18.4	17.9	22.4	8.7	13.3	18.4	94022000	15195000	9530900	7991200	12740000	27693000	939780	2617100	17314000	13969000	10236000	10136000	12784000	18993000	0	7164400	7009600	8	8	10	11	14	1	4	12	68				1402	6891;7793;8944;10038;17899	True;True;True;True;True	7005;7923;9095;10205;18242	35269;35270;35271;35272;35273;35274;35275;35276;35277;35278;39996;39997;39998;46348;46349;46350;46351;46352;46353;51982;51983;51984;51985;92449;92450;92451;92452;92453;92454;92455;92456	81703;81704;81705;81706;81707;81708;81709;81710;81711;81712;81713;81714;81715;81716;81717;81718;93752;93753;110840;110841;110842;123014;123015;123016;123017;123018;123019;123020;123021;123022;123023;123024;123025;222052;222053;222054;222055;222056;222057;222058;222059;222060;222061;222062;222063;222064;222065;222066;222067;222068;222069;222070;222071;222072;222073;222074;222075;222076;222077;222078;222079;222080;222081;222082;222083;222084;222085;222086;222087	81716;93753;110842;123021;222077		
sp|P84103|SRSF3_HUMANSerine/arginine-richsplicingfactor3OS=HomosapiensGN=SRSF3PE=1SV=1	sp|P84103|SRSF3_HUMANSerine/arginine-richsplicingfactor3OS=HomosapiensGN=SRSF3PE=1SV=1	5	5	4		1	5	5	4	4	2	3	5	4	2	1	2	4	2	3	5	4	2	1	2	3	1	2	4	3	1	0	1	31.7	31.7	31.7	19.329	164	164	0	46.349	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	25.6	15.9	21.3	31.7	25.6	15.9	8.5	14.6	91220000	14301000	4778300	15737000	22595000	22709000	1700100	3013800	6387300	8594700	7496400	16950000	14847000	11963000	7040500	6724800	8701500	10	3	10	17	15	2	4	1	62				1403	398;12417;12418;17522;17949	True;True;True;True;True	405;12653;12654;17859;18293	1998;1999;2000;2001;64103;64104;64105;64106;64107;64108;64109;64110;64111;64112;64113;64114;64115;64116;64117;64118;64119;90557;90558;92709;92710;92711;92712;92713;92714	4578;4579;4580;4581;4582;4583;4584;4585;4586;4587;4588;4589;4590;151446;151447;151448;151449;151450;151451;151452;151453;151454;151455;151456;151457;151458;151459;151460;151461;151462;151463;151464;151465;151466;151467;151468;151469;151470;151471;151472;151473;151474;151475;151476;151477;151478;151479;151480;151481;151482;151483;151484;151485;151486;151487;151488;217019;217020;222691;222692;222693;222694;222695;222696	4580;151473;151484;217020;222694		
sp|P84243|H33_HUMANHistoneH3.3OS=HomosapiensGN=H3F3APE=1SV=2	sp|P84243|H33_HUMANHistoneH3.3OS=HomosapiensGN=H3F3APE=1SV=2	8	8	1		1	8	8	1	6	6	6	7	8	5	6	7	6	6	6	7	8	5	6	7	1	1	1	1	1	1	1	1	52.9	52.9	23.5	15.328	136	136	0	88.172	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	52.9	50	52.9	52.9	52.9	44.9	52.9	52.9	2195600000	431200000	202950000	229020000	354240000	386280000	89156000	116760000	386010000	492490000	224740000	257630000	299980000	278710000	182360000	122190000	215960000	81	44	60	62	82	37	29	84	479				1404	3648;3649;5154;8739;13744;14871;14872;18741	True;True;True;True;True;True;True;True	3714;3715;5250;8887;13999;14000;15154;15155;19093	19149;19150;19151;19152;19153;19154;19155;19156;19157;19158;19159;19160;19161;19162;19163;19164;26674;26675;26676;26677;26678;26679;26680;26681;26682;26683;26684;26685;26686;26687;26688;26689;26690;26691;26692;26693;26694;26695;26696;26697;26698;45048;45049;45050;45051;45052;45053;45054;45055;70523;70524;70525;70526;70527;70528;70529;70530;70531;76173;76174;76175;76176;76177;76178;76179;76180;76181;76182;76183;76184;76185;76186;76187;76188;76189;76190;76191;76192;76193;76194;76195;76196;76197;76198;76199;76200;76201;76202;76203;96744;96745;96746;96747;96748;96749;96750;96751	43563;43564;43565;43566;43567;43568;43569;43570;43571;43572;43573;43574;43575;43576;43577;43578;43579;43580;43581;43582;43583;43584;43585;43586;43587;43588;43589;43590;43591;43592;43593;43594;43595;43596;43597;43598;43599;43600;43601;43602;43603;43604;61357;61358;61359;61360;61361;61362;61363;61364;61365;61366;61367;61368;61369;61370;61371;61372;61373;61374;61375;61376;61377;61378;61379;61380;61381;61382;61383;61384;61385;61386;61387;61388;61389;61390;61391;61392;61393;61394;61395;61396;61397;61398;61399;61400;61401;61402;61403;61404;61405;61406;61407;61408;61409;61410;61411;61412;61413;61414;61415;61416;61417;61418;61419;61420;61421;61422;61423;61424;61425;61426;61427;61428;61429;61430;61431;61432;61433;61434;61435;61436;61437;61438;61439;61440;61441;61442;61443;61444;61445;61446;61447;61448;61449;61450;61451;61452;61453;61454;61455;61456;61457;61458;105843;105844;105845;105846;105847;105848;105849;105850;105851;105852;105853;105854;105855;105856;105857;105858;105859;105860;105861;105862;105863;105864;105865;105866;105867;105868;105869;165696;165697;165698;165699;165700;165701;165702;165703;165704;165705;165706;165707;165708;165709;165710;165711;165712;165713;165714;165715;165716;165717;165718;165719;165720;177799;177800;177801;177802;177803;177804;177805;177806;177807;177808;177809;177810;177811;177812;177813;177814;177815;177816;177817;177818;177819;177820;177821;177822;177823;177824;177825;177826;177827;177828;177829;177830;177831;177832;177833;177834;177835;177836;177837;177838;177839;177840;177841;177842;177843;177844;177845;177846;177847;177848;177849;177850;177851;177852;177853;177854;177855;177856;177857;177858;177859;177860;177861;177862;177863;177864;177865;177866;177867;177868;177869;177870;177871;177872;177873;177874;177875;177876;177877;177878;177879;177880;177881;177882;177883;177884;177885;177886;177887;177888;177889;177890;177891;177892;177893;177894;177895;177896;177897;177898;177899;177900;177901;177902;177903;177904;177905;177906;177907;177908;177909;177910;177911;177912;177913;177914;177915;177916;177917;177918;177919;177920;177921;177922;177923;177924;177925;177926;177927;177928;177929;177930;177931;177932;177933;177934;177935;177936;177937;177938;177939;177940;177941;177942;177943;177944;177945;177946;177947;177948;177949;177950;177951;177952;177953;177954;177955;177956;177957;177958;177959;177960;177961;177962;177963;177964;177965;177966;177967;177968;177969;177970;177971;177972;177973;177974;177975;177976;177977;177978;177979;177980;177981;177982;177983;177984;177985;177986;177987;231572;231573;231574;231575;231576;231577;231578;231579;231580;231581;231582;231583;231584;231585;231586;231587;231588;231589;231590;231591;231592;231593;231594;231595;231596;231597;231598;231599;231600;231601;231602;231603;231604;231605;231606;231607;231608;231609;231610;231611;231612;231613;231614;231615;231616;231617;231618;231619;231620;231621;231622;231623;231624;231625;231626;231627;231628;231629;231630;231631;231632;231633;231634;231635;231636;231637;231638;231639;231640;231641;231642;231643;231644;231645;231646;231647;231648;231649;231650;231651;231652;231653;231654;231655;231656;231657;231658;231659;231660;231661;231662;231663;231664;231665;231666;231667;231668	43570;43592;61389;105848;165703;177885;177987;231653		
sp|P98095|FBLN2_HUMANFibulin-2OS=HomosapiensGN=FBLN2PE=1SV=2	sp|P98095|FBLN2_HUMANFibulin-2OS=HomosapiensGN=FBLN2PE=1SV=2	1	1	1		1	1	1	1	1	0	1	0	0	0	1	1	1	0	1	0	0	0	1	1	1	0	1	0	0	0	1	1	1.5	1.5	1.5	126.57	1184	1184	0	15.199	By matching		By MS/MS				By MS/MS	By MS/MS	1.5	0	1.5	0	0	0	1.5	1.5	9071700	1524400	0	4272800	0	0	0	905460	2369100	0	0	0	0	0	0	0	1973500	0	0	1	0	0	0	1	1	3				1405	7503	True	7629	38454;38455;38456;38457	89324;89325;89326	89326		
